seq_id,pred_model,bit_score,evalue,pred_class,confidence
tr|A0A1I8MMK0|A0A1I8MMK0_MUSDO,8ca.beta.45,99.8,7.500000000000001e-32,beta,31.1249387366083
tr|A0A1I8MPX8|A0A1I8MPX8_MUSDO,8ca.beta.45,148.0,1.6e-46,beta,45.795880017344075
tr|A0A1I8MWZ5|A0A1I8MWZ5_MUSDO,8ca.beta.45,96.1,9.999999999999999e-31,beta,30.0
tr|A0A1I8MZ31|A0A1I8MZ31_MUSDO,8ca.beta.45,69.7,1.2e-22,beta,21.920818753952375
tr|A0A1I8N413|A0A1I8N413_MUSDO,8ca.beta.45,29.4,2.3e-10,beta,9.638272163982407
tr|A0A1I8NFC8|A0A1I8NFC8_MUSDO,8ca.beta.45,50.8,7.1e-17,beta,16.148741651280925
tr|A0A1I8NIQ9|A0A1I8NIQ9_MUSDO,,,,NO_HIT,
tr|A0A1I8NJK1|A0A1I8NJK1_MUSDO,8ca.beta.45,13.7,1.5e-05,beta,4.823908740944319
tr|A0A1I8NKG6|A0A1I8NKG6_MUSDO,,,,NO_HIT,
tr|A0A1I8NKW7|A0A1I8NKW7_MUSDO,,,,NO_HIT,
tr|A0A1I8NV61|A0A1I8NV61_STOCA,,,,NO_HIT,
tr|A0A1I8P8P1|A0A1I8P8P1_STOCA,8ca.beta.45,71.2,4.1e-23,beta,22.387216143280263
tr|A0A1I8PB55|A0A1I8PB55_STOCA,8ca.beta.45,104.0,4.1e-33,beta,32.38721614328026
tr|A0A1I8PL59|A0A1I8PL59_STOCA,,,,NO_HIT,
tr|A0A1I8PS75|A0A1I8PS75_STOCA,8ca.beta.45,78.6,2.3e-25,beta,24.638272163982407
tr|A0A1I8PWL7|A0A1I8PWL7_STOCA,,,,NO_HIT,
tr|A0A1I8PY33|A0A1I8PY33_STOCA,8ca.beta.45,67.5,5.5e-22,beta,21.259637310505756
tr|A0A1I8PZP0|A0A1I8PZP0_STOCA,,,,NO_HIT,
tr|A0A1I9WL36|A0A1I9WL36_NILLU,8ca.beta.45,72.5,1.7e-23,beta,22.769551078621728
tr|A0A1I9XSP1|A0A1I9XSP1_9BURK,8ca.gamma.45,146.5,2.3999999999999997e-46,gamma,45.619788758288394
tr|A0A1I9XU97|A0A1I9XU97_9BURK,8ca.gamma.45,188.9,2.2000000000000003e-59,gamma,58.6575773191778
tr|A0A1I9YDV1|A0A1I9YDV1_9BURK,8ca.gamma.45,191.1,4.8e-60,gamma,59.31875876262441
tr|A0A1J0A790|A0A1J0A790_9ENTE,8ca.beta.45,172.0,7e-54,beta,53.15490195998574
tr|A0A1J0A8V8|A0A1J0A8V8_9CYAN,8ca.gamma.45,171.6,4.5e-54,gamma,53.346787486224656
tr|A0A1J0E3F7|A0A1J0E3F7_PRORE,8ca.gamma.45,143.1,2.7000000000000002e-45,gamma,44.56863623584101
tr|A0A1J0EKY0|A0A1J0EKY0_9PSED,8ca.gamma.45,210.0,7.8e-66,gamma,65.10790539730952
tr|A0A1J0ETU7|A0A1J0ETU7_9PSED,8ca.gamma.45,178.3,4.2e-56,gamma,55.3767507096021
tr|A0A1J0GKI0|A0A1J0GKI0_9CLOT,8ca.gamma.45,198.7,2.3e-62,gamma,61.63827216398241
tr|A0A1J0LH95|A0A1J0LH95_9FLAO,8ca.gamma.45,206.9,7e-65,gamma,64.15490195998575
tr|A0A1J0LSE7|A0A1J0LSE7_THEBO,8ca.gamma.45,156.7,1.8e-49,gamma,48.74472749489669
tr|A0A1J0P7Y6|A0A1J0P7Y6_9SYNE,8ca.gamma.45,149.1,3.9e-47,gamma,46.408935392973504
tr|A0A1J0TMG0|A0A1J0TMG0_9NOCA,8ca.gamma.45,133.1,2.9999999999999996e-42,gamma,41.52287874528034
tr|A0A1J0VE28|A0A1J0VE28_9GAMM,8ca.gamma.45,190.9,5.8e-60,gamma,59.236572006437065
tr|A0A1J0VF44|A0A1J0VF44_9GAMM,8ca.gamma.45,189.8,1.2e-59,gamma,58.920818753952375
tr|A0A1J0W1A1|A0A1J0W1A1_9NOCA,8ca.gamma.45,177.1,9.8e-56,gamma,55.008773924307505
tr|A0A1J0WH50|A0A1J0WH50_9RHOB,8ca.gamma.45,183.0,1.5e-57,gamma,56.82390874094432
tr|A0A1J0WPA0|A0A1J0WPA0_9RHOB,8ca.gamma.45,156.7,1.8e-49,gamma,48.74472749489669
tr|A0A1J1E0Y0|A0A1J1E0Y0_9FLAO,8ca.alpha.45,31.0,7e-11,alpha,10.154901959985743
tr|A0A1J1HET1|A0A1J1HET1_9DIPT,8ca.beta.45,79.9,9.5e-26,beta,25.022276394711152
tr|A0A1J1HGW3|A0A1J1HGW3_9DIPT,8ca.beta.45,113.3,5.8e-36,beta,35.236572006437065
tr|A0A1J1HLC9|A0A1J1HLC9_9DIPT,,,,NO_HIT,
tr|A0A1J1HQJ8|A0A1J1HQJ8_9DIPT,8ca.beta.45,79.7,9.999999999999999e-26,beta,25.0
tr|A0A1J1IUX8|A0A1J1IUX8_9DIPT,8ca.beta.45,100.0,6.9e-32,beta,31.161150909262744
tr|A0A1J1IYW6|A0A1J1IYW6_9DIPT,8ca.beta.45,63.3,1.1e-20,beta,19.958607314841775
tr|A0A1J1JCK7|A0A1J1JCK7_PLAAG,8ca.gamma.45,163.0,2e-51,gamma,50.69897000433602
tr|A0A1J1JD57|A0A1J1JD57_PLAAG,,,,NO_HIT,
tr|A0A1J1LSS1|A0A1J1LSS1_9CYAN,8ca.gamma.45,165.2,4.4e-52,gamma,51.356547323513816
tr|A0A1J3D8U9|A0A1J3D8U9_NOCCA,8ca.gamma.45,121.8,9.3e-39,gamma,38.031517051446066
tr|A0A1J3DLW1|A0A1J3DLW1_NOCCA,8ca.gamma.45,211.7,2.3e-66,gamma,65.6382721639824
tr|A0A1J3DNG4|A0A1J3DNG4_NOCCA,8ca.gamma.45,186.4,1.4e-58,gamma,57.85387196432176
tr|A0A1J3DS21|A0A1J3DS21_NOCCA,8ca.gamma.45,120.0,3.3e-38,gamma,37.481486060122116
tr|A0A1J3DZ74|A0A1J3DZ74_NOCCA,8ca.gamma.45,202.6,1.3999999999999999e-63,gamma,62.85387196432176
tr|A0A1J3EAK7|A0A1J3EAK7_NOCCA,8ca.gamma.45,120.1,2.9e-38,gamma,37.537602002101046
tr|A0A1J3F9E3|A0A1J3F9E3_NOCCA,8ca.beta.45,70.6,6.3e-23,beta,22.200659450546418
tr|A0A1J3FBQ1|A0A1J3FBQ1_NOCCA,8ca.gamma.45,212.0,1.9000000000000001e-66,gamma,65.72124639904717
tr|A0A1J3FJX5|A0A1J3FJX5_NOCCA,8ca.beta.45,43.7,1e-14,beta,14.0
tr|A0A1J3FNC0|A0A1J3FNC0_NOCCA,8ca.gamma.45,186.6,1.1e-58,gamma,57.95860731484178
tr|A0A1J3GNX2|A0A1J3GNX2_NOCCA,8ca.gamma.45,120.0,3.1000000000000004e-38,gamma,37.50863830616573
tr|A0A1J3I5L3|A0A1J3I5L3_NOCCA,8ca.gamma.45,121.2,1.4e-38,gamma,37.85387196432176
tr|A0A1J3I910|A0A1J3I910_NOCCA,8ca.gamma.45,202.9,1.2e-63,gamma,62.920818753952375
tr|A0A1J3J4B3|A0A1J3J4B3_NOCCA,8ca.gamma.45,118.2,1.2e-37,gamma,36.920818753952375
tr|A0A1J3JUK4|A0A1J3JUK4_NOCCA,8ca.gamma.45,121.9,8.499999999999999e-39,gamma,38.070581074285705
tr|A0A1J3K9M9|A0A1J3K9M9_NOCCA,8ca.gamma.45,189.6,1.5e-59,gamma,58.82390874094432
tr|A0A1J4LTJ4|A0A1J4LTJ4_9EURY,8ca.gamma.45,162.5,2.9e-51,gamma,50.537602002101046
tr|A0A1J4N6K2|A0A1J4N6K2_9ACTN,8ca.gamma.45,149.2,3.6e-47,gamma,46.44369749923271
tr|A0A1J4NSK0|A0A1J4NSK0_9ACTN,8ca.gamma.45,59.2,1.5e-19,gamma,18.82390874094432
tr|A0A1J4P0P0|A0A1J4P0P0_9ACTN,8ca.gamma.45,188.3,3.5e-59,gamma,58.455931955649724
tr|A0A1J4PYT8|A0A1J4PYT8_9ACTN,8ca.gamma.45,187.4,6.900000000000001e-59,gamma,58.161150909262744
tr|A0A1J4RHN1|A0A1J4RHN1_9PROT,8ca.gamma.45,220.3,5.3e-69,gamma,68.27572413039921
tr|A0A1J4S4K3|A0A1J4S4K3_UNCXX,8ca.gamma.45,71.6,2.3e-23,gamma,22.638272163982407
tr|A0A1J4SSA2|A0A1J4SSA2_9BACT,8ca.gamma.45,171.7,4.3e-54,gamma,53.36653154442041
tr|A0A1J4TJQ0|A0A1J4TJQ0_9FLAO,8ca.gamma.45,205.2,2.2e-64,gamma,63.6575773191778
tr|A0A1J4TRI2|A0A1J4TRI2_9BACT,,,,NO_HIT,
tr|A0A1J4U222|A0A1J4U222_9HELI,8ca.gamma.45,252.4,7.5e-79,gamma,78.1249387366083
tr|A0A1J4U612|A0A1J4U612_9BACT,,,,NO_HIT,
tr|A0A1J4UMI2|A0A1J4UMI2_9BACT,8ca.gamma.45,231.0,2.7e-72,gamma,71.56863623584101
tr|A0A1J4UUG1|A0A1J4UUG1_9ARCH,8ca.gamma.45,129.1,5.2e-41,gamma,40.283996656365204
tr|A0A1J4VG99|A0A1J4VG99_9BACT,8ca.gamma.45,192.8,1.5e-60,gamma,59.82390874094432
tr|A0A1J4VWP8|A0A1J4VWP8_9BACT,8ca.gamma.45,193.8,7.1e-61,gamma,60.14874165128092
tr|A0A1J4WJV8|A0A1J4WJV8_9BACT,,,,NO_HIT,
tr|A0A1J4WWU1|A0A1J4WWU1_9PROT,8ca.alpha.45,31.2,6.1e-11,alpha,10.214670164989233
tr|A0A1J4XC35|A0A1J4XC35_9PROT,8ca.gamma.45,238.9,1e-74,gamma,74.0
tr|A0A1J4XK05|A0A1J4XK05_9BACT,8ca.gamma.45,202.7,1.3e-63,gamma,62.88605664769317
tr|A0A1J4YKE6|A0A1J4YKE6_9PROT,8ca.gamma.45,220.2,5.8e-69,gamma,68.23657200643706
tr|A0A1J4YN75|A0A1J4YN75_9BACT,8ca.gamma.45,198.5,2.4999999999999997e-62,gamma,61.60205999132796
tr|A0A1J4YUS0|A0A1J4YUS0_9PROT,8ca.delta.45,17.1,1e-06,delta,6.0
tr|A0A1J4Z954|A0A1J4Z954_9PROT,8ca.gamma.45,205.5,1.9e-64,gamma,63.72124639904717
tr|A0A1J5AXY1|A0A1J5AXY1_9BACT,8ca.gamma.45,179.7,1.6e-56,gamma,55.795880017344075
tr|A0A1J5B527|A0A1J5B527_9BACT,8ca.gamma.45,200.8,5e-63,gamma,62.30102999566398
tr|A0A1J5BFG1|A0A1J5BFG1_9PROT,8ca.gamma.45,198.0,3.6e-62,gamma,61.44369749923271
tr|A0A1J5BHM3|A0A1J5BHM3_9PROT,8ca.alpha.45,91.1,2.6e-29,alpha,28.585026652029182
tr|A0A1J5BMP3|A0A1J5BMP3_9PROT,8ca.gamma.45,136.2,3.3999999999999997e-43,gamma,42.46852108295774
tr|A0A1J5CC10|A0A1J5CC10_9PROT,8ca.gamma.45,214.1,4.2e-67,gamma,66.3767507096021
tr|A0A1J5CES3|A0A1J5CES3_9BURK,8ca.gamma.45,203.2,9.6e-64,gamma,63.01772876696043
tr|A0A1J5CM34|A0A1J5CM34_9BURK,8ca.gamma.45,208.8,1.8000000000000001e-65,gamma,64.7447274948967
tr|A0A1J5D3B4|A0A1J5D3B4_9CHLR,8ca.gamma.45,159.1,3.3e-50,gamma,49.481486060122116
tr|A0A1J5D8S1|A0A1J5D8S1_9CHLR,8ca.gamma.45,144.8,8e-46,gamma,45.096910013008056
tr|A0A1J5DM94|A0A1J5DM94_9DELT,8ca.gamma.45,177.0,1e-55,gamma,55.0
tr|A0A1J5DX42|A0A1J5DX42_9DELT,8ca.alpha.45,97.8,2.2e-31,alpha,30.657577319177793
tr|A0A1J5E8U6|A0A1J5E8U6_9BACT,8ca.gamma.45,182.0,3.1000000000000003e-57,gamma,56.50863830616573
tr|A0A1J5EMZ6|A0A1J5EMZ6_9DELT,8ca.gamma.45,219.4,9.8e-69,gamma,68.0087739243075
tr|A0A1J5F8V0|A0A1J5F8V0_9BACT,,,,NO_HIT,
tr|A0A1J5FC19|A0A1J5FC19_9HELI,8ca.gamma.45,253.6,3.1e-79,gamma,78.50863830616572
tr|A0A1J5FDA3|A0A1J5FDA3_9BACT,8ca.gamma.45,228.7,1.4e-71,gamma,70.85387196432177
tr|A0A1J5GI37|A0A1J5GI37_9CYAN,8ca.gamma.45,161.1,7.7e-51,gamma,50.11350927482752
tr|A0A1J5HBP0|A0A1J5HBP0_9CYAN,8ca.beta.45,305.4,1.5e-94,beta,93.82390874094432
tr|A0A1J5HDR6|A0A1J5HDR6_9BACT,8ca.alpha.45,18.0,7.1e-07,alpha,6.1487416512809245
tr|A0A1J5HN91|A0A1J5HN91_9PORP,8ca.gamma.45,196.6,9.899999999999999e-62,gamma,61.00436480540245
tr|A0A1J5HU94|A0A1J5HU94_9RHOB,8ca.gamma.45,173.5,1.1999999999999999e-54,gamma,53.920818753952375
tr|A0A1J5IDU0|A0A1J5IDU0_9GAMM,8ca.beta.45,186.8,2.3000000000000002e-58,beta,57.63827216398241
tr|A0A1J5IHH3|A0A1J5IHH3_9GAMM,8ca.gamma.45,201.1,4.1e-63,gamma,62.38721614328026
tr|A0A1J5IJU3|A0A1J5IJU3_9BACT,8ca.gamma.45,60.8,4.8e-20,gamma,19.318758762624412
tr|A0A1J5IPF7|A0A1J5IPF7_9PROT,8ca.gamma.45,199.4,1.4e-62,gamma,61.85387196432176
tr|A0A1J5IV66|A0A1J5IV66_9PROT,8ca.delta.45,24.5,6e-09,delta,8.221848749616356
tr|A0A1J5IWN5|A0A1J5IWN5_9PROT,8ca.gamma.45,209.9,8.1e-66,gamma,65.09151498112135
tr|A0A1J5J3L9|A0A1J5J3L9_9PROT,8ca.delta.45,23.7,1e-08,delta,8.0
tr|A0A1J5J8W4|A0A1J5J8W4_9ARCH,8ca.gamma.45,185.6,2.3000000000000002e-58,gamma,57.63827216398241
tr|A0A1J5JC50|A0A1J5JC50_9BACT,8ca.gamma.45,212.3,1.5e-66,gamma,65.82390874094432
tr|A0A1J5K8T8|A0A1J5K8T8_9FLAO,8ca.alpha.45,28.1,5.6e-10,alpha,9.2518119729938
tr|A0A1J5KBC6|A0A1J5KBC6_9BACT,8ca.gamma.45,213.5,6.5e-67,gamma,66.18708664335715
tr|A0A1J5KH62|A0A1J5KH62_9FLAO,8ca.gamma.45,134.2,1.4e-42,gamma,41.85387196432176
tr|A0A1J5KKR3|A0A1J5KKR3_9FLAO,8ca.gamma.45,213.2,8.1e-67,gamma,66.09151498112135
tr|A0A1J5KV76|A0A1J5KV76_9VIBR,8ca.gamma.45,226.9,5e-71,gamma,70.30102999566398
tr|A0A1J5L4G4|A0A1J5L4G4_9FLAO,8ca.gamma.45,213.0,9e-67,gamma,66.04575749056067
tr|A0A1J5L5C2|A0A1J5L5C2_9BACT,8ca.gamma.45,212.4,1.4e-66,gamma,65.85387196432177
tr|A0A1J5L9N0|A0A1J5L9N0_9PROT,8ca.gamma.45,174.0,8.5e-55,gamma,54.070581074285705
tr|A0A1J5LJ22|A0A1J5LJ22_9BACT,8ca.gamma.45,128.4,8.8e-41,gamma,40.055517327849834
tr|A0A1J5LJ85|A0A1J5LJ85_9RHOB,8ca.gamma.45,172.3,2.8e-54,gamma,53.55284196865778
tr|A0A1J5LRU4|A0A1J5LRU4_9BACT,8ca.alpha.45,29.1,2.8e-10,alpha,9.55284196865778
tr|A0A1J5LT44|A0A1J5LT44_9BACT,8ca.alpha.45,33.9,9e-12,alpha,11.045757490560675
tr|A0A1J5M2W4|A0A1J5M2W4_9FLAO,8ca.gamma.45,200.4,6.9e-63,gamma,62.161150909262744
tr|A0A1J5MFT5|A0A1J5MFT5_9RHOB,8ca.gamma.45,170.3,1.1999999999999998e-53,gamma,52.920818753952375
tr|A0A1J5NNJ7|A0A1J5NNJ7_MOOTH,8ca.alpha.45,12.6,3.2e-05,alpha,4.494850021680094
tr|A0A1J5PC41|A0A1J5PC41_9ZZZZ,8ca.gamma.45,143.4,2.1e-45,gamma,44.67778070526608
tr|A0A1J5PEI4|A0A1J5PEI4_9ZZZZ,8ca.gamma.45,144.9,7.1e-46,gamma,45.14874165128092
tr|A0A1J5PV97|A0A1J5PV97_9ZZZZ,8ca.gamma.45,146.2,3e-46,gamma,45.52287874528034
tr|A0A1J5Q1C3|A0A1J5Q1C3_9ZZZZ,8ca.gamma.45,151.9,5.4e-48,gamma,47.26760624017703
tr|A0A1J5QCT3|A0A1J5QCT3_9ZZZZ,8ca.gamma.45,209.3,1.3e-65,gamma,64.88605664769317
tr|A0A1J5QDC1|A0A1J5QDC1_9ZZZZ,8ca.gamma.45,132.8,3.9e-42,gamma,41.408935392973504
tr|A0A1J5QZP2|A0A1J5QZP2_9ZZZZ,8ca.gamma.45,183.0,1.5e-57,gamma,56.82390874094432
tr|A0A1J5R8B8|A0A1J5R8B8_9ZZZZ,8ca.gamma.45,178.8,3e-56,gamma,55.52287874528034
tr|A0A1J5RDL6|A0A1J5RDL6_9ZZZZ,8ca.gamma.45,227.3,3.9e-71,gamma,70.4089353929735
tr|A0A1J5RJZ5|A0A1J5RJZ5_9ZZZZ,8ca.gamma.45,68.6,1.8000000000000001e-22,gamma,21.744727494896694
tr|A0A1J5RRP2|A0A1J5RRP2_9ZZZZ,8ca.gamma.45,199.9,9.7e-63,gamma,62.01322826573376
tr|A0A1J5RU42|A0A1J5RU42_9ZZZZ,8ca.gamma.45,192.6,1.7e-60,gamma,59.769551078621724
tr|A0A1J5RZP3|A0A1J5RZP3_9ZZZZ,8ca.gamma.45,177.9,5.5e-56,gamma,55.25963731050576
tr|A0A1J5SQ64|A0A1J5SQ64_9ZZZZ,8ca.gamma.45,180.3,9.7e-57,gamma,56.01322826573376
tr|A0A1J5SW59|A0A1J5SW59_9ZZZZ,8ca.gamma.45,208.6,2.1e-65,gamma,64.67778070526609
tr|A0A1J5SY42|A0A1J5SY42_9ZZZZ,8ca.gamma.45,188.3,3.6e-59,gamma,58.44369749923271
tr|A0A1J5TUQ4|A0A1J5TUQ4_9GAMM,,,,NO_HIT,
tr|A0A1J5VBE1|A0A1J5VBE1_9CORY,8ca.beta.45,276.6,9.1e-86,beta,85.0409586076789
tr|A0A1J5VIW7|A0A1J5VIW7_9CORY,8ca.gamma.45,197.9,4.1e-62,gamma,61.38721614328026
tr|A0A1J5VKJ4|A0A1J5VKJ4_9CORY,8ca.alpha.45,26.6,1.6e-09,alpha,8.795880017344075
tr|A0A1J5VWR5|A0A1J5VWR5_9CORY,8ca.gamma.45,198.3,2.9999999999999997e-62,gamma,61.52287874528034
tr|A0A1J5VZ86|A0A1J5VZ86_9CORY,8ca.alpha.45,26.6,1.6e-09,alpha,8.795880017344075
tr|A0A1J6HQX4|A0A1J6HQX4_9HYPH,8ca.gamma.45,180.0,1.2e-56,gamma,55.920818753952375
tr|A0A1J6JN00|A0A1J6JN00_NICAT,8ca.gamma.45,213.7,5.5e-67,gamma,66.25963731050575
tr|A0A1J6JQD3|A0A1J6JQD3_NICAT,8ca.gamma.45,35.9,2e-12,gamma,11.698970004336019
tr|A0A1J6W003|A0A1J6W003_9BACI,8ca.gamma.45,204.1,5.1e-64,gamma,63.29242982390206
tr|A0A1J6XB72|A0A1J6XB72_9MICO,8ca.gamma.45,181.3,4.8e-57,gamma,56.31875876262441
tr|A0A1J6YG49|A0A1J6YG49_ENTFL,8ca.gamma.45,189.8,1.2e-59,gamma,58.920818753952375
tr|A0A1J6YWV1|A0A1J6YWV1_SALHO,8ca.alpha.45,21.5,5.9e-08,alpha,7.229147988357856
tr|A0A1J7CJV4|A0A1J7CJV4_FLAJO,8ca.gamma.45,216.8,6.5e-68,gamma,67.18708664335715
tr|A0A1J7FP54|A0A1J7FP54_LUPAN,8ca.gamma.45,216.3,9e-68,gamma,67.04575749056067
tr|A0A1J7GX55|A0A1J7GX55_LUPAN,8ca.gamma.45,200.2,7.699999999999999e-63,gamma,62.11350927482752
tr|A0A1J7J4V8|A0A1J7J4V8_9PEZI,8ca.alpha.45,41.9,3.2e-14,alpha,13.494850021680094
tr|A0A1J8P3P5|A0A1J8P3P5_9COXI,8ca.alpha.45,20.0,1.7e-07,alpha,6.769551078621726
tr|A0A1J8P7T9|A0A1J8P7T9_9COXI,8ca.gamma.45,132.5,4.6e-42,gamma,41.337242168318426
tr|A0A1J8P9A2|A0A1J8P9A2_9GAMM,,,,NO_HIT,
tr|A0A1J8PSV9|A0A1J8PSV9_9AGAM,,,,NO_HIT,
tr|A0A1J8PWW3|A0A1J8PWW3_9GAMM,8ca.gamma.45,199.0,1.8e-62,gamma,61.74472749489669
tr|A0A1J8QAW6|A0A1J8QAW6_9GAMM,8ca.gamma.45,204.4,4.2e-64,gamma,63.3767507096021
tr|A0A1J8R485|A0A1J8R485_9AGAM,,,,NO_HIT,
tr|A0A1J9RBC7|A0A1J9RBC7_9EURO,8ca.beta.45,138.4,1.2999999999999998e-43,beta,42.88605664769317
tr|A0A1J9S3K3|A0A1J9S3K3_9PEZI,8ca.beta.45,103.5,5.8e-33,beta,32.236572006437065
tr|A0A1J9T8B0|A0A1J9T8B0_9BACI,,,,NO_HIT,
tr|A0A1J9TPG2|A0A1J9TPG2_9BACI,8ca.gamma.45,213.6,6e-67,gamma,66.22184874961636
tr|A0A1J9U0N6|A0A1J9U0N6_9BACI,8ca.alpha.45,49.4,1.6e-16,alpha,15.795880017344075
tr|A0A1J9UQJ1|A0A1J9UQJ1_9BACI,,,,NO_HIT,
tr|A0A1J9W0W3|A0A1J9W0W3_9BACI,8ca.gamma.45,214.4,3.4e-67,gamma,66.46852108295775
tr|A0A1J9W7W3|A0A1J9W7W3_BACAN,8ca.gamma.45,214.8,2.5000000000000003e-67,gamma,66.60205999132796
tr|A0A1K0FRB5|A0A1K0FRB5_9ACTN,8ca.alpha.45,33.2,1.6e-11,alpha,10.795880017344075
tr|A0A1K0GMY6|A0A1K0GMY6_9ACTN,8ca.gamma.45,180.6,8.2e-57,gamma,56.08618614761628
tr|A0A1K0JE80|A0A1K0JE80_CUPNE,8ca.gamma.45,181.5,4.2000000000000005e-57,gamma,56.3767507096021
tr|A0A1K1LR94|A0A1K1LR94_SELRU,8ca.gamma.45,177.3,8.099999999999999e-56,gamma,55.09151498112135
tr|A0A1K1LRU4|A0A1K1LRU4_9BACL,8ca.gamma.45,205.0,2.6e-64,gamma,63.585026652029185
tr|A0A1K1MR21|A0A1K1MR21_9PROT,8ca.alpha.45,92.9,6.9e-30,alpha,29.161150909262744
tr|A0A1K1N077|A0A1K1N077_9BACT,8ca.gamma.45,216.4,8.599999999999999e-68,gamma,67.06550154875643
tr|A0A1K1NAD5|A0A1K1NAD5_SELRU,8ca.gamma.45,182.2,2.5e-57,gamma,56.60205999132796
tr|A0A1K1NJF6|A0A1K1NJF6_9BURK,8ca.gamma.45,195.7,1.9e-61,gamma,60.72124639904717
tr|A0A1K1NW49|A0A1K1NW49_9BACT,8ca.gamma.45,197.0,7.599999999999999e-62,gamma,61.11918640771921
tr|A0A1K1P2Q2|A0A1K1P2Q2_9BACT,8ca.alpha.45,177.1,9.8e-56,alpha,55.008773924307505
tr|A0A1K1P6F8|A0A1K1P6F8_9FLAO,8ca.alpha.45,30.4,1.1e-10,alpha,9.958607314841775
tr|A0A1K1PDL5|A0A1K1PDL5_9FLAO,8ca.gamma.45,212.0,1.9000000000000001e-66,gamma,65.72124639904717
tr|A0A1K1Q122|A0A1K1Q122_9FLAO,8ca.alpha.45,24.7,6e-09,alpha,8.221848749616356
tr|A0A1K1Q3H1|A0A1K1Q3H1_9FLAO,8ca.alpha.45,26.4,1.9e-09,alpha,8.721246399047171
tr|A0A1K1QJ52|A0A1K1QJ52_9PSEU,8ca.gamma.45,165.7,2.9e-52,gamma,51.537602002101046
tr|A0A1K1R9C6|A0A1K1R9C6_9GAMM,8ca.gamma.45,210.2,6.900000000000001e-66,gamma,65.16115090926274
tr|A0A1K1RE83|A0A1K1RE83_9FLAO,8ca.gamma.45,214.7,2.9e-67,gamma,66.53760200210104
tr|A0A1K1RVY5|A0A1K1RVY5_9PSED,8ca.gamma.45,178.9,2.7e-56,gamma,55.56863623584101
tr|A0A1K1SWY0|A0A1K1SWY0_9PSED,8ca.gamma.45,212.6,1.2e-66,gamma,65.92081875395237
tr|A0A1K1SXR4|A0A1K1SXR4_9BACT,8ca.alpha.45,29.8,1.7e-10,alpha,9.769551078621726
tr|A0A1K1T478|A0A1K1T478_9BURK,8ca.gamma.45,186.2,1.5e-58,gamma,57.82390874094432
tr|A0A1K1T5G9|A0A1K1T5G9_9PSEU,8ca.gamma.45,144.9,7.5e-46,gamma,45.1249387366083
tr|A0A1K1TBH6|A0A1K1TBH6_9GAMM,8ca.gamma.45,150.3,1.6e-47,gamma,46.795880017344075
tr|A0A1K1VDG6|A0A1K1VDG6_9GAMM,8ca.gamma.45,200.3,7.3e-63,gamma,62.136677139879545
tr|A0A1K1VVY2|A0A1K1VVY2_9GAMM,8ca.gamma.45,189.0,2.2000000000000003e-59,gamma,58.6575773191778
tr|A0A1K1ZNN5|A0A1K1ZNN5_9PSED,8ca.gamma.45,60.9,4.3e-20,gamma,19.366531544420415
tr|A0A1K2DA06|A0A1K2DA06_9PSED,8ca.gamma.45,182.0,3e-57,gamma,56.52287874528034
tr|A0A1K2DRU1|A0A1K2DRU1_9PSED,8ca.gamma.45,212.4,1.4e-66,gamma,65.85387196432177
tr|A0A1K2F6J6|A0A1K2F6J6_STRAR,8ca.gamma.45,188.3,3.4e-59,gamma,58.46852108295774
tr|A0A1K2FUL7|A0A1K2FUL7_9ACTN,8ca.gamma.45,178.7,3.1e-56,gamma,55.50863830616573
tr|A0A1K2FZ48|A0A1K2FZ48_9ACTN,,,,NO_HIT,
tr|A0A1K2H5H5|A0A1K2H5H5_9LACT,8ca.beta.45,107.3,4.1e-34,beta,33.38721614328026
tr|A0A1K2HFP6|A0A1K2HFP6_9NEIS,8ca.gamma.45,213.7,5.8e-67,gamma,66.23657200643706
tr|A0A1K2I323|A0A1K2I323_9HYPH,8ca.gamma.45,177.7,6.5e-56,gamma,55.18708664335715
tr|A0A1K2IDE3|A0A1K2IDE3_9FLAO,8ca.alpha.45,30.0,1.5e-10,alpha,9.823908740944319
tr|A0A1K2IF00|A0A1K2IF00_9FLAO,8ca.gamma.45,209.8,8.9e-66,gamma,65.05060999335508
tr|A0A1K2IFD4|A0A1K2IFD4_9FLAO,8ca.alpha.45,27.3,1e-09,alpha,9.0
tr|A0A1K2IG28|A0A1K2IG28_9FLAO,8ca.beta.45,143.3,4.2e-45,beta,44.3767507096021
tr|A0A1K2IGC8|A0A1K2IGC8_9FLAO,8ca.gamma.45,148.6,5.4e-47,gamma,46.26760624017703
tr|A0A1K2IVY7|A0A1K2IVY7_9FLAO,8ca.gamma.45,223.8,4.4e-70,gamma,69.35654732351381
tr|A0A1L1PHN4|A0A1L1PHN4_HYDIT,8ca.gamma.45,204.8,3e-64,gamma,63.52287874528034
tr|A0A1L2ZN52|A0A1L2ZN52_9MICC,8ca.gamma.45,195.9,1.7e-61,gamma,60.769551078621724
tr|A0A1L3FCE7|A0A1L3FCE7_BRAJP,8ca.gamma.45,181.6,4.1e-57,gamma,56.38721614328026
tr|A0A1L3GJB7|A0A1L3GJB7_SYNAC,8ca.gamma.45,57.1,6.5e-19,gamma,18.187086643357144
tr|A0A1L3GPG8|A0A1L3GPG8_9BACT,8ca.gamma.45,64.1,4.6e-21,gamma,20.337242168318426
